Date,SSH,SST,SSS,MLD
2001-01-31,-0.22,23.25,36.37,55.70
2001-02-01,-0.22,23.31,36.39,41.66
2001-02-02,-0.24,22.76,36.45,34.49
2001-02-03,-0.29,22.51,36.48,40.89
2001-02-04,-0.31,22.33,36.45,19.53
2001-02-05,-0.34,21.77,36.43,23.96
2001-02-06,-0.33,22.04,36.30,16.79
2001-02-07,-0.31,22.29,36.27,11.75
2001-02-08,-0.30,23.12,36.15,10.99
2001-02-09,-0.28,23.61,36.10,12.82
2001-02-10,-0.27,23.59,36.08,12.67
2001-02-11,-0.25,24.24,35.92,12.05
2001-02-12,-0.24,24.15,35.94,10.53
2001-02-13,-0.29,23.77,35.98,10.99
2001-02-14,-0.25,24.36,35.96,10.83
2001-02-15,-0.17,25.02,35.85,13.89
2001-02-16,-0.16,25.13,35.86,13.43
2001-02-17,-0.15,24.78,35.98,16.33
2001-02-18,-0.15,24.67,36.09,20.60
2001-02-19,-0.12,24.76,36.03,23.04
2001-02-20,-0.15,24.70,35.96,18.31
2001-02-21,-0.17,24.56,35.91,13.73
2001-02-22,-0.17,24.54,35.93,13.73
2001-02-23,-0.18,24.46,35.95,25.64
2001-02-24,-0.17,24.52,35.97,14.95
2001-02-25,-0.19,24.31,36.01,13.12
2001-02-26,-0.22,24.16,36.06,11.90
2001-02-27,-0.24,23.80,36.14,10.53
2001-02-28,-0.25,24.13,36.13,12.05
2001-03-01,-0.22,24.50,36.09,13.28
2001-03-02,-0.21,24.46,36.15,14.80
2001-03-03,-0.20,24.51,36.20,16.33
2001-03-04,-0.17,24.51,36.24,20.91
2001-03-05,-0.18,24.44,36.25,37.69
2001-03-06,-0.13,24.43,36.21,52.49
2001-03-07,-0.13,24.12,36.22,56.76
2001-03-08,-0.13,24.17,36.18,46.24
2001-03-09,-0.15,24.34,36.11,28.53
2001-03-10,-0.16,24.34,36.06,23.35
2001-03-11,-0.14,24.46,36.01,18.16
2001-03-12,-0.15,24.42,36.02,22.28
2001-03-13,-0.19,24.21,36.08,34.33
2001-03-14,-0.21,24.01,36.17,41.35
2001-03-15,-0.19,24.17,36.21,25.64
2001-03-16,-0.17,24.37,36.15,24.11
2001-03-17,-0.16,24.26,36.17,19.07
2001-03-18,-0.17,23.90,36.18,19.68
2001-03-19,-0.17,23.93,36.21,27.16
2001-03-20,-0.19,23.63,36.24,20.45
2001-03-21,-0.22,23.27,36.27,27.31
2001-03-22,-0.23,23.34,36.30,37.84
2001-03-23,-0.22,23.41,36.33,30.06
2001-03-24,-0.24,23.53,36.33,21.97
2001-03-25,-0.26,23.61,36.32,15.11
2001-03-26,-0.24,23.76,36.32,20.29
2001-03-27,-0.23,23.83,36.28,21.36
2001-03-28,-0.20,24.08,36.21,32.35
2001-03-29,-0.21,24.01,36.21,32.65
2001-03-30,-0.21,23.88,36.19,25.18
2001-03-31,-0.24,24.00,36.12,18.62
2001-04-01,-0.27,23.81,36.17,13.58
2001-04-02,-0.28,23.75,36.24,25.33
2001-04-03,-0.25,24.20,36.18,20.14
2001-04-04,-0.25,24.32,36.15,13.73
2001-04-05,-0.26,24.15,36.16,12.21
2001-04-06,-0.26,24.48,36.16,14.34
2001-04-07,-0.24,24.73,36.12,12.97
2001-04-08,-0.22,24.97,36.08,14.04
2001-04-09,-0.19,25.45,36.03,14.95
2001-04-10,-0.17,25.83,35.98,19.53
2001-04-11,-0.15,25.81,35.97,20.75
2001-04-12,-0.15,25.74,35.98,14.65
2001-04-13,-0.17,25.62,36.03,17.70
2001-04-14,-0.18,25.65,36.05,15.11
2001-04-15,-0.18,26.10,36.01,11.75
2001-04-16,-0.20,25.73,36.05,14.95
2001-04-17,-0.17,25.91,36.02,20.91
2001-04-18,-0.15,25.79,36.03,29.30
2001-04-19,-0.12,25.70,36.05,29.60
2001-04-20,-0.15,25.54,36.09,21.21
2001-04-21,-0.15,25.42,36.13,23.35
2001-04-22,-0.17,25.15,36.17,22.43
2001-04-23,-0.19,25.12,36.19,21.06
2001-04-24,-0.19,25.49,36.11,26.25
2001-04-25,-0.19,25.39,36.12,24.26
2001-04-26,-0.23,25.19,36.14,24.11
2001-04-27,-0.22,25.07,36.13,23.35
2001-04-28,-0.23,25.00,36.14,21.21
2001-04-29,-0.22,24.88,36.16,18.46
2001-04-30,-0.23,24.83,36.17,21.67
2001-05-01,-0.23,24.76,36.19,23.50
2001-05-02,-0.24,24.53,36.21,17.85
2001-05-03,-0.24,24.85,36.20,12.67
2001-05-04,-0.21,25.51,36.14,15.72
2001-05-05,-0.20,25.57,36.14,25.33
2001-05-06,-0.18,25.73,36.10,20.60
2001-05-07,-0.12,25.75,36.07,28.99
2001-05-08,-0.12,25.58,36.07,25.03
2001-05-09,-0.11,25.60,36.05,25.64
2001-05-10,-0.09,25.76,36.03,26.09
2001-05-11,-0.09,25.86,36.02,23.96
2001-05-12,-0.10,26.19,36.00,23.35
2001-05-13,-0.10,26.13,36.00,21.67
2001-05-14,-0.11,25.97,36.02,18.01
2001-05-15,-0.13,25.95,36.03,15.56
2001-05-16,-0.10,26.08,36.04,18.31
2001-05-17,-0.06,26.55,36.00,10.68
2001-05-18,-0.07,26.92,35.98,10.53
2001-05-19,-0.07,26.76,36.00,16.79
2001-05-20,-0.07,26.76,36.03,18.77
2001-05-21,-0.08,26.81,36.06,12.36
2001-05-22,-0.09,26.91,36.06,17.85
2001-05-23,-0.14,26.43,36.13,12.05
2001-05-24,-0.13,26.73,36.07,14.04
2001-05-25,-0.08,27.07,36.03,16.33
2001-05-26,-0.09,27.26,36.05,14.34
2001-05-27,-0.13,27.37,36.08,10.68
2001-05-28,-0.14,27.09,36.12,10.53
2001-05-29,-0.16,26.77,36.16,11.29
2001-05-30,-0.18,26.87,36.17,10.53
2001-05-31,-0.17,27.52,36.12,10.53
2001-06-01,-0.17,27.36,36.12,10.53
2001-06-02,-0.14,27.19,36.09,17.24
2001-06-03,-0.15,27.23,36.11,11.75
2001-06-04,-0.15,27.47,36.14,12.97
2001-06-05,-0.16,27.58,36.14,10.53
2001-06-06,-0.19,27.45,36.16,10.53
2001-06-07,-0.18,27.51,36.13,13.28
2001-06-08,-0.17,27.58,36.09,10.38
2001-06-09,-0.18,27.38,36.17,12.05
2001-06-10,-0.20,27.27,36.19,10.53
2001-06-11,-0.22,27.34,36.19,10.53
2001-06-12,-0.23,27.41,36.16,10.53
2001-06-13,-0.26,26.64,36.22,12.21
2001-06-14,-0.30,27.33,36.24,10.53
2001-06-15,-0.32,27.17,36.28,10.53
2001-06-16,-0.30,27.95,36.23,10.53
2001-06-17,-0.29,28.03,36.24,10.68
2001-06-18,-0.29,27.82,36.18,10.53
2001-06-19,-0.29,28.43,36.14,10.53
2001-06-20,-0.29,27.87,36.19,10.53
2001-06-21,-0.29,28.17,36.19,10.53
2001-06-22,-0.29,28.28,36.23,10.53
2001-06-23,-0.28,28.01,36.24,10.53
2001-06-24,-0.25,28.05,36.23,10.68
2001-06-25,-0.22,28.43,36.19,10.53
2001-06-26,-0.18,28.56,36.14,11.44
2001-06-27,-0.16,28.34,36.16,12.05
2001-06-28,-0.14,28.26,36.16,12.67
2001-06-29,-0.13,28.42,36.14,10.83
2001-06-30,-0.12,28.42,36.12,11.14
2001-07-01,-0.13,28.47,36.12,13.28
2001-07-02,-0.14,28.43,36.15,11.44
2001-07-03,-0.13,28.49,36.14,11.14
2001-07-04,-0.14,28.69,36.11,10.53
2001-07-05,-0.16,28.35,36.16,11.14
2001-07-06,-0.16,28.46,36.12,11.29
2001-07-07,-0.15,28.88,36.10,12.51
2001-07-08,-0.17,28.96,36.08,10.53
2001-07-09,-0.18,28.75,36.11,10.68
2001-07-10,-0.16,28.98,36.04,15.11
2001-07-11,-0.16,28.71,36.04,13.43
2001-07-12,-0.14,28.62,36.01,19.23
2001-07-13,-0.12,28.73,35.95,18.92
2001-07-14,-0.11,28.65,35.90,19.99
2001-07-15,-0.11,28.56,35.89,21.52
2001-07-16,-0.10,28.45,35.90,23.80
2001-07-17,-0.10,28.57,35.87,25.18
2001-07-18,-0.12,28.96,35.86,13.58
2001-07-19,-0.13,29.17,35.90,11.44
2001-07-20,-0.13,29.27,35.90,11.60
2001-07-21,-0.11,28.90,35.89,10.53
2001-07-22,-0.08,28.88,35.88,11.75
2001-07-23,-0.08,28.85,35.91,12.21
2001-07-24,-0.12,28.60,35.98,18.77
2001-07-25,-0.13,28.68,36.00,13.89
2001-07-26,-0.10,28.93,35.92,10.99
2001-07-27,-0.10,29.20,35.80,10.53
2001-07-28,-0.10,29.53,35.67,10.83
2001-07-29,-0.11,29.54,35.69,10.53
2001-07-30,-0.10,29.66,35.62,10.38
2001-07-31,-0.11,29.53,35.60,10.53
2001-08-01,-0.13,29.14,35.63,12.67
2001-08-02,-0.16,28.85,35.77,16.17
2001-08-03,-0.18,28.38,35.90,19.99
2001-08-04,-0.20,28.28,35.88,16.17
2001-08-05,-0.18,28.44,35.78,14.95
2001-08-06,-0.17,28.72,35.76,11.44
2001-08-07,-0.17,28.93,35.80,10.38
2001-08-08,-0.19,29.17,35.74,10.53
2001-08-09,-0.19,29.22,35.71,10.53
2001-08-10,-0.15,29.36,35.62,10.53
2001-08-11,-0.16,29.13,35.70,11.29
2001-08-12,-0.20,28.96,35.74,10.53
2001-08-13,-0.16,29.34,35.62,10.38
2001-08-14,-0.13,29.26,35.69,10.53
2001-08-15,-0.11,29.30,35.81,10.53
2001-08-16,-0.12,29.18,35.78,10.53
2001-08-17,-0.14,28.95,35.77,10.53
2001-08-18,-0.13,29.37,35.68,10.53
2001-08-19,-0.17,28.91,35.74,13.73
2001-08-20,-0.20,29.00,35.69,11.60
2001-08-21,-0.18,29.44,35.67,10.38
2001-08-22,-0.13,29.64,35.70,11.60
2001-08-23,-0.06,29.74,35.72,12.36
2001-08-24,-0.08,29.67,35.67,11.44
2001-08-25,-0.10,29.44,35.69,13.43
2001-08-26,-0.08,29.39,35.69,12.36
2001-08-27,-0.05,29.38,35.82,14.50
2001-08-28,-0.06,29.74,35.81,11.75
2001-08-29,-0.09,29.85,35.84,10.53
2001-08-30,-0.12,29.92,35.86,10.53
2001-08-31,-0.10,29.89,35.83,11.44
2001-09-01,-0.06,29.94,35.84,12.51
2001-09-02,-0.05,30.14,35.74,12.97
2001-09-03,-0.05,30.14,35.78,11.90
2001-09-04,-0.07,29.92,35.78,10.83
2001-09-05,-0.10,29.89,35.76,11.14
2001-09-06,-0.13,29.77,35.67,12.36
2001-09-07,-0.13,29.61,35.75,11.14
2001-09-08,-0.13,29.51,35.66,10.38
2001-09-09,-0.11,29.40,35.62,11.60
2001-09-10,-0.10,29.26,35.62,13.89
2001-09-11,-0.12,29.16,35.72,22.74
2001-09-12,-0.11,29.03,35.81,20.29
2001-09-13,-0.09,29.23,35.84,21.67
2001-09-14,-0.07,29.24,35.77,19.53
2001-09-15,-0.06,29.22,35.78,31.59
2001-09-16,-0.04,29.02,35.90,34.94
2001-09-17,-0.04,28.96,35.92,34.94
2001-09-18,-0.04,29.00,35.94,29.60
2001-09-19,-0.04,28.99,35.95,25.79
2001-09-20,-0.06,29.03,35.88,25.64
2001-09-21,-0.07,29.10,35.81,23.35
2001-09-22,-0.08,29.11,35.86,19.23
2001-09-23,-0.07,29.03,35.86,19.53
2001-09-24,-0.08,29.09,35.81,24.57
2001-09-25,-0.08,29.11,35.69,23.50
2001-09-26,-0.08,28.92,35.70,19.84
2001-09-27,-0.07,28.91,35.60,19.99
2001-09-28,-0.08,28.83,35.58,20.14
2001-09-29,-0.09,28.69,35.67,20.75
2001-09-30,-0.09,28.55,35.80,36.16
2001-10-01,-0.07,28.52,35.86,40.28
2001-10-02,-0.06,28.35,35.88,34.49
2001-10-03,-0.05,28.39,35.88,27.77
2001-10-04,-0.08,28.26,35.90,24.26
2001-10-05,-0.09,28.33,35.89,25.64
2001-10-06,-0.09,28.42,35.86,23.65
2001-10-07,-0.09,28.47,35.85,29.30
2001-10-08,-0.06,28.56,35.84,56.15
2001-10-09,-0.04,28.51,35.80,48.68
2001-10-10,-0.04,28.42,35.80,61.34
2001-10-11,-0.03,28.20,35.87,50.20
2001-10-12,-0.05,27.99,35.89,46.54
2001-10-13,-0.06,27.96,35.86,42.57
2001-10-14,-0.07,27.85,35.82,41.66
2001-10-15,-0.09,27.95,35.81,38.30
2001-10-16,-0.08,28.17,35.86,32.50
2001-10-17,-0.06,28.25,35.90,32.50
2001-10-18,-0.04,28.10,35.90,43.79
2001-10-19,-0.06,27.96,35.95,43.95
2001-10-20,-0.06,27.95,35.95,41.20
2001-10-21,-0.04,27.99,35.93,40.74
2001-10-22,-0.07,27.90,35.92,37.54
2001-10-23,-0.08,28.00,35.89,24.11
2001-10-24,-0.09,27.96,35.88,29.45
2001-10-25,-0.07,27.96,35.84,30.21
2001-10-26,-0.03,28.00,35.78,34.64
2001-10-27,0.01,27.87,35.78,48.37
2001-10-28,0.02,27.78,35.78,59.51
2001-10-29,0.03,27.64,35.79,61.80
2001-10-30,0.02,27.45,35.79,64.70
2001-10-31,0.01,27.36,35.80,52.95
2001-11-01,-0.01,27.16,35.81,53.10
2001-11-02,-0.03,27.09,35.84,51.73
2001-11-03,-0.05,26.88,35.93,50.66
2001-11-04,-0.09,26.74,35.96,50.97
2001-11-05,-0.08,26.93,36.00,53.87
2001-11-06,-0.04,27.21,36.03,63.17
2001-11-07,-0.03,27.20,36.04,60.88
2001-11-08,0.00,27.35,36.05,55.54
2001-11-09,0.01,27.35,36.06,61.65
2001-11-10,0.00,27.34,36.04,70.35
2001-11-11,-0.02,27.31,36.06,83.62
2001-11-12,-0.02,27.44,36.08,75.23
2001-11-13,-0.01,27.44,36.09,68.36
2001-11-14,-0.02,27.33,36.10,70.19
2001-11-15,-0.03,27.12,36.07,74.31
2001-11-16,-0.06,27.01,36.09,60.27
2001-11-17,-0.06,26.86,36.10,71.57
2001-11-18,-0.06,26.78,36.13,78.59
2001-11-19,-0.06,26.80,36.14,69.28
2001-11-20,-0.06,26.75,36.14,60.73
2001-11-21,-0.06,26.79,36.14,69.43
2001-11-22,-0.06,26.76,36.12,63.63
2001-11-23,-0.08,26.71,36.13,63.33
2001-11-24,-0.09,26.65,36.13,61.04
2001-11-25,-0.11,26.59,36.16,61.04
2001-11-26,-0.12,26.45,36.14,51.58
2001-11-27,-0.13,26.40,36.14,59.51
2001-11-28,-0.13,26.27,36.12,44.10
2001-11-29,-0.13,26.06,36.14,46.85
2001-11-30,-0.13,25.93,36.18,43.64
2001-12-01,-0.12,26.01,36.19,33.88
2001-12-02,-0.13,26.12,36.19,27.31
2001-12-03,-0.13,26.25,36.19,42.12
2001-12-04,-0.12,26.32,36.17,46.39
2001-12-05,-0.11,26.27,36.16,46.85
2001-12-06,-0.12,26.10,36.16,47.30
2001-12-07,-0.11,26.14,36.13,47.61
2001-12-08,-0.08,26.16,36.12,63.78
2001-12-09,-0.09,26.08,36.11,50.36
2001-12-10,-0.09,26.03,36.11,61.65
2001-12-11,-0.11,26.09,36.11,39.67
2001-12-12,-0.12,26.12,36.13,32.96
2001-12-13,-0.14,25.95,36.15,28.99
2001-12-14,-0.16,25.85,36.16,34.79
2001-12-15,-0.17,25.84,36.14,44.40
2001-12-16,-0.15,25.72,36.16,54.78
2001-12-17,-0.16,25.80,36.15,41.96
2001-12-18,-0.17,25.85,36.13,38.76
2001-12-19,-0.14,25.85,36.12,41.35
2001-12-20,-0.12,25.97,36.12,49.90
2001-12-21,-0.11,26.00,36.12,46.39
2001-12-22,-0.10,26.08,36.10,45.78
2001-12-23,-0.10,26.08,36.10,34.79
2001-12-24,-0.12,25.91,36.12,36.77
2001-12-25,-0.09,25.93,36.10,44.56
2001-12-26,-0.09,25.96,36.10,37.39
2001-12-27,-0.12,25.73,36.09,56.46
2001-12-28,-0.12,25.68,36.07,59.82
2001-12-29,-0.13,25.75,36.07,46.69
2001-12-30,-0.13,25.80,36.09,46.69
2001-12-31,-0.13,25.82,36.09,50.36
2002-01-01,-0.14,25.75,36.12,45.01
2002-01-02,-0.16,25.74,36.10,41.05
2002-01-03,-0.18,25.56,36.14,42.57
2002-01-04,-0.19,25.26,36.13,48.98
2002-01-05,-0.17,25.11,36.08,52.19
2002-01-06,-0.19,25.00,36.02,43.03
2002-01-07,-0.21,24.88,36.03,53.56
2002-01-08,-0.19,24.92,36.03,47.00
2002-01-09,-0.21,24.94,36.06,49.75
2002-01-10,-0.23,24.88,36.12,40.89
2002-01-11,-0.24,24.63,36.18,43.79
2002-01-12,-0.25,24.60,36.19,36.77
2002-01-13,-0.23,24.85,36.17,38.30
2002-01-14,-0.18,24.67,36.15,47.91
2002-01-15,-0.23,24.30,36.24,52.19
2002-01-16,-0.27,23.88,36.31,27.77
2002-01-17,-0.28,23.90,36.33,33.42
2002-01-18,-0.24,24.01,36.32,45.63
2002-01-19,-0.26,23.82,36.35,35.25
2002-01-20,-0.27,23.81,36.36,33.88
2002-01-21,-0.25,23.80,36.35,37.54
2002-01-22,-0.26,23.83,36.35,39.06
2002-01-23,-0.26,23.73,36.34,26.40
2002-01-24,-0.29,23.31,36.32,27.16
2002-01-25,-0.29,23.27,36.33,31.89
2002-01-26,-0.28,23.55,36.35,23.96
2002-01-27,-0.27,23.80,36.36,16.02
2002-01-28,-0.25,23.91,36.35,17.09
2002-01-29,-0.24,24.17,36.33,11.29
2002-01-30,-0.24,24.04,36.32,14.65
2002-01-31,-0.24,23.96,36.33,16.02
2002-02-01,-0.24,24.07,36.32,14.34
2002-02-02,-0.25,23.96,36.31,16.94
2002-02-03,-0.23,23.97,36.27,16.94
2002-02-04,-0.24,23.83,36.22,20.60
2002-02-05,-0.19,24.29,36.21,38.61
2002-02-06,-0.15,24.40,36.17,26.40
2002-02-07,-0.16,24.21,36.17,26.09
2002-02-08,-0.15,24.15,36.21,43.34
2002-02-09,-0.11,24.65,36.17,32.96
2002-02-10,-0.13,24.61,36.22,34.49
2002-02-11,-0.15,24.63,36.24,38.00
2002-02-12,-0.14,24.79,36.17,25.79
2002-02-13,-0.15,24.60,36.15,22.13
2002-02-14,-0.13,24.72,36.12,23.80
2002-02-15,-0.11,24.44,36.19,20.60
2002-02-16,-0.14,24.19,36.24,25.79
2002-02-17,-0.16,24.18,36.21,34.49
2002-02-18,-0.13,24.26,36.14,33.42
2002-02-19,-0.15,24.02,36.10,29.60
2002-02-20,-0.19,23.66,36.13,19.99
2002-02-21,-0.13,24.22,36.11,34.18
2002-02-22,-0.07,24.66,36.05,17.24
2002-02-23,-0.05,24.33,35.79,12.82
2002-02-24,-0.05,24.38,35.94,38.61
2002-02-25,-0.07,24.43,35.94,32.96
2002-02-26,-0.10,24.37,35.97,21.36
2002-02-27,-0.12,24.10,36.05,43.64
2002-02-28,-0.10,24.24,36.04,57.22
2002-03-01,-0.09,24.28,35.99,51.12
2002-03-02,-0.09,24.26,36.01,42.88
2002-03-03,-0.16,23.77,36.08,32.50
2002-03-04,-0.18,23.66,36.12,45.93
2002-03-05,-0.16,24.01,36.13,42.88
2002-03-06,-0.16,24.07,36.12,50.20
2002-03-07,-0.14,24.20,36.09,40.13
2002-03-08,-0.14,24.43,35.98,18.77
2002-03-09,-0.16,24.44,35.85,14.80
2002-03-10,-0.20,24.45,35.81,11.14
2002-03-11,-0.19,25.30,35.69,15.72
2002-03-12,-0.18,25.08,35.76,17.24
2002-03-13,-0.20,24.62,35.89,14.80
2002-03-14,-0.22,24.47,35.93,13.28
2002-03-15,-0.21,25.12,35.83,11.75
2002-03-16,-0.19,25.70,35.70,10.53
2002-03-17,-0.21,25.43,35.80,10.53
2002-03-18,-0.22,24.81,35.91,11.29
2002-03-19,-0.22,25.35,35.86,10.53
2002-03-20,-0.22,24.51,35.96,10.68
2002-03-21,-0.24,24.85,35.91,11.29
2002-03-22,-0.23,24.56,35.94,13.58
2002-03-23,-0.20,25.12,35.82,13.73
2002-03-24,-0.20,25.10,35.80,14.19
2002-03-25,-0.20,25.02,35.84,14.80
2002-03-26,-0.20,24.90,35.87,12.51
2002-03-27,-0.20,24.53,35.93,11.90
2002-03-28,-0.14,25.94,35.78,14.04
2002-03-29,-0.11,26.02,35.78,15.41
2002-03-30,-0.08,26.22,35.74,19.23
2002-03-31,-0.06,26.21,35.75,16.48
2002-04-01,-0.06,26.29,35.75,19.99
2002-04-02,-0.07,26.40,35.75,15.72
2002-04-03,-0.07,26.58,35.72,16.63
2002-04-04,-0.09,26.53,35.76,16.48
2002-04-05,-0.05,26.55,35.74,24.11
2002-04-06,-0.03,26.43,35.75,27.62
2002-04-07,-0.06,26.20,35.80,22.58
2002-04-08,-0.07,25.93,35.84,26.70
2002-04-09,-0.08,25.66,35.88,22.28
2002-04-10,-0.08,25.69,35.89,20.91
2002-04-11,-0.05,25.99,35.86,23.04
2002-04-12,-0.06,26.03,35.89,29.91
2002-04-13,-0.08,25.99,35.90,18.77
2002-04-14,-0.08,26.03,35.87,17.24
2002-04-15,-0.07,26.20,35.84,15.11
2002-04-16,-0.09,26.25,35.84,16.02
2002-04-17,-0.11,26.30,35.81,10.99
2002-04-18,-0.10,26.64,35.78,16.94
2002-04-19,-0.08,26.82,35.75,13.12
2002-04-20,-0.07,26.82,35.74,16.02
2002-04-21,-0.05,26.95,35.73,15.87
2002-04-22,-0.05,27.06,35.72,15.26
2002-04-23,-0.04,27.01,35.74,19.84
2002-04-24,-0.06,26.87,35.82,24.41
2002-04-25,-0.09,26.63,35.88,23.04
2002-04-26,-0.11,26.57,35.89,19.99
2002-04-27,-0.11,26.59,35.90,10.53
2002-04-28,-0.14,26.49,35.94,10.83
2002-04-29,-0.13,26.54,35.96,16.17
2002-04-30,-0.11,26.78,35.96,14.04
2002-05-01,-0.11,26.87,35.99,14.95
2002-05-02,-0.13,26.83,35.99,14.19
2002-05-03,-0.16,26.73,35.99,12.36
2002-05-04,-0.16,26.85,35.93,10.53
2002-05-05,-0.15,26.95,35.88,11.90
2002-05-06,-0.14,26.91,35.91,14.65
2002-05-07,-0.17,26.81,35.97,12.21
2002-05-08,-0.19,26.42,36.04,10.99
2002-05-09,-0.18,26.51,36.03,11.14
2002-05-10,-0.18,26.62,36.05,12.67
2002-05-11,-0.17,26.71,36.07,11.44
2002-05-12,-0.14,27.06,36.02,11.14
2002-05-13,-0.14,27.30,35.98,14.95
2002-05-14,-0.15,27.26,35.98,23.96
2002-05-15,-0.14,26.94,36.00,18.46
2002-05-16,-0.12,26.97,35.98,16.33
2002-05-17,-0.13,27.01,35.98,19.99
2002-05-18,-0.16,26.94,36.00,15.26
2002-05-19,-0.12,27.25,35.92,13.43
2002-05-20,-0.09,27.19,35.93,19.99
2002-05-21,-0.10,27.26,35.92,22.58
2002-05-22,-0.10,27.17,35.89,19.84
2002-05-23,-0.10,27.35,35.85,19.68
2002-05-24,-0.12,27.16,35.89,14.65
2002-05-25,-0.11,27.15,35.91,14.65
2002-05-26,-0.11,26.92,35.96,22.28
2002-05-27,-0.11,26.69,36.01,18.46
2002-05-28,-0.09,27.14,35.93,10.68
2002-05-29,-0.04,27.61,35.84,21.21
2002-05-30,-0.03,27.80,35.80,12.67
2002-05-31,-0.02,27.84,35.78,10.99
2002-06-01,-0.03,27.84,35.82,11.75
2002-06-02,-0.06,27.76,35.87,12.21
2002-06-03,-0.08,27.89,35.89,10.38
2002-06-04,-0.08,28.21,35.84,10.53
2002-06-05,-0.07,27.97,35.83,10.53
2002-06-06,-0.07,28.02,35.85,12.67
2002-06-07,-0.09,28.20,35.89,12.97
2002-06-08,-0.08,27.95,35.91,15.11
2002-06-09,-0.10,27.97,35.93,24.11
2002-06-10,-0.13,27.81,35.96,18.16
2002-06-11,-0.13,27.71,35.96,11.29
2002-06-12,-0.14,27.85,35.96,12.67
2002-06-13,-0.13,28.10,35.93,10.68
2002-06-14,-0.13,27.80,35.98,14.04
2002-06-15,-0.12,27.74,35.96,15.26
2002-06-16,-0.10,28.10,35.93,16.48
2002-06-17,-0.08,28.30,35.88,12.05
2002-06-18,-0.09,28.26,35.83,14.34
2002-06-19,-0.08,28.36,35.80,12.97
2002-06-20,-0.10,28.21,35.83,14.19
2002-06-21,-0.10,28.14,35.83,17.24
2002-06-22,-0.13,27.94,35.84,15.87
2002-06-23,-0.14,27.77,35.88,13.12
2002-06-24,-0.12,28.17,35.82,13.73
2002-06-25,-0.10,28.39,35.79,14.95
2002-06-26,-0.09,28.31,35.79,16.48
2002-06-27,-0.11,28.33,35.83,13.73
2002-06-28,-0.10,28.88,35.79,12.97
2002-06-29,-0.10,28.93,35.81,13.43
2002-06-30,-0.07,29.13,35.67,10.53
2002-07-01,-0.08,28.88,35.72,10.68
2002-07-02,-0.09,28.75,35.70,13.73
2002-07-03,-0.11,28.87,35.72,10.53
2002-07-04,-0.11,29.11,35.75,10.53
2002-07-05,-0.13,29.09,35.85,11.29
2002-07-06,-0.10,29.03,35.77,10.83
2002-07-07,-0.07,28.67,35.77,11.14
2002-07-08,-0.06,28.81,35.63,11.29
2002-07-09,-0.06,28.82,35.65,16.02
2002-07-10,-0.09,28.65,35.69,14.95
2002-07-11,-0.10,28.63,35.76,12.51
2002-07-12,-0.06,28.88,35.67,10.99
2002-07-13,-0.06,28.72,35.67,10.99
2002-07-14,-0.09,28.73,35.75,17.40
2002-07-15,-0.10,28.85,35.84,15.56
2002-07-16,-0.11,28.96,35.91,10.99
2002-07-17,-0.14,29.10,35.98,10.53
2002-07-18,-0.17,29.13,36.06,10.53
2002-07-19,-0.19,29.19,36.02,10.53
2002-07-20,-0.15,29.17,35.93,10.53
2002-07-21,-0.09,29.37,35.80,10.38
2002-07-22,-0.06,29.27,35.75,11.44
2002-07-23,-0.07,28.89,35.81,14.95
2002-07-24,-0.11,28.40,35.95,16.48
2002-07-25,-0.15,28.09,36.03,11.44
2002-07-26,-0.10,29.11,35.81,10.53
2002-07-27,-0.05,29.33,35.72,16.94
2002-07-28,-0.06,29.33,35.78,11.75
2002-07-29,-0.10,29.25,35.89,10.68
2002-07-30,-0.10,29.29,35.92,10.38
2002-07-31,-0.07,29.45,35.84,10.53
2002-08-01,-0.05,29.51,35.83,10.53
2002-08-02,-0.08,29.21,35.86,11.29
2002-08-03,-0.12,28.74,35.93,10.53
2002-08-04,-0.11,29.03,35.92,10.68
2002-08-05,-0.10,29.14,35.88,12.67
2002-08-06,-0.08,29.30,35.86,11.44
2002-08-07,-0.05,29.56,35.77,11.75
2002-08-08,-0.05,29.24,35.83,17.09
2002-08-09,-0.06,28.99,35.87,23.65
2002-08-10,-0.07,28.79,35.94,25.64
2002-08-11,-0.08,28.80,35.94,22.28
2002-08-12,-0.07,28.82,35.93,17.09
2002-08-13,-0.06,28.94,35.89,15.41
2002-08-14,-0.06,28.99,35.92,13.89
2002-08-15,-0.05,28.96,35.96,18.92
2002-08-16,-0.05,29.10,35.93,13.73
2002-08-17,-0.04,29.22,35.91,16.02
2002-08-18,-0.04,29.32,35.94,11.75
2002-08-19,-0.03,29.46,35.88,11.90
2002-08-20,-0.06,29.35,35.87,10.53
2002-08-21,-0.04,29.73,35.80,13.43
2002-08-22,-0.02,29.59,35.78,11.90
2002-08-23,-0.06,29.27,35.84,13.58
2002-08-24,-0.12,28.62,35.96,10.38
2002-08-25,-0.05,29.52,35.79,14.34
2002-08-26,0.01,29.92,35.73,12.36
2002-08-27,-0.01,29.72,35.74,14.65
2002-08-28,-0.05,29.39,35.81,12.82
2002-08-29,-0.09,29.21,35.80,10.68
2002-08-30,-0.09,29.22,35.79,10.53
2002-08-31,-0.10,28.72,35.88,11.44
2002-09-01,-0.13,28.10,35.95,10.38
2002-09-02,-0.15,27.83,35.94,10.53
2002-09-03,-0.08,28.73,35.80,10.68
2002-09-04,-0.11,28.47,35.86,10.68
